table_name,column_sequence,column_name,label,logical_type,field_size,precision,units,domain_name,plan_group,join_path,output_dimensions,rasterization_status,proposed_encoding
coeplants,4,forestunprod,Understory Prod %,Integer,,,percent,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coeplants,5,rangeprod,Range Prod %,Integer,,,percent,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coeplants,6,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coeplants,7,coeplantskey,Component Existing Plants Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coerosionacc,1,erokind,Kind,Choice,254,,,erosion_accelerated_kind,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coerosionacc,2,rvindicator,RV?,Boolean,3,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coerosionacc,3,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coerosionacc,4,coeroacckey,Component Erosion Accelerated Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coforprod,1,plantsym,Plant Symbol,String,8,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,2,plantsciname,Scientific Name,String,127,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,3,plantcomname,Common Name,String,60,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,4,siteindexbase,Site Index Base,Choice,254,,,site_index_curves,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,5,siteindex_l,Site Index - Low Value,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,6,siteindex_r,Site Index - Representative Value,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,7,siteindex_h,Site Index - High Value,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,8,fprod_l,Productivity ft3/ac/yr CMAI - Low Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,9,fprod_r,Productivity ft3/ac/yr CMAI - Representative Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,10,fprod_h,Productivity ft3/ac/yr CMAI - High Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprod,11,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coforprod,12,cofprodkey,Component Forest Productivity Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coforprodo,1,siteindexbase,Site Index Base,Choice,254,,,site_index_curves,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprodo,2,siteindex_l,Site Index - Low Value,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprodo,3,siteindex_r,Site Index - Representative Value,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprodo,4,siteindex_h,Site Index - High Value,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprodo,5,fprod_l,Productivity - Low Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprodo,6,fprod_r,Productivity - Representative Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprodo,7,fprod_h,Productivity - High Value,Float,,2,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprodo,8,fprodunits,Units,Choice,254,,,forest_productivity_units,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
coforprodo,9,cofprodkey,Component Forest Productivity Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
coforprodo,10,cofprodokey,Component Forest Productivity Other Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cogeomordesc,1,geomftname,Feature Type,String,30,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cogeomordesc,2,geomfname,Feature Name,String,50,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cogeomordesc,3,geomfmod,Feature Modifier,String,60,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cogeomordesc,4,geomfeatid,Feature ID,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cogeomordesc,5,existsonfeat,Exists On Feature ID,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cogeomordesc,6,rvindicator,RV?,Boolean,3,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cogeomordesc,7,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cogeomordesc,8,cogeomdkey,Component Geomorphic Description Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cohydriccriteria,1,hydriccriterion,Hydric Criterion,Choice,254,,,hydric_criteria,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cohydriccriteria,2,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cohydriccriteria,3,cohydcritkey,Component Hydric Criteria Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cointerp,1,cokey,Component Key,String,254,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",linkage_key,retain only when it has independent provenance value
cointerp,2,mrulekey,Main Rule Key,Integer,,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",linkage_key,retain only when it has independent provenance value
cointerp,3,mrulename,Main Rule Name,String,60,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
cointerp,4,seqnum,Seq,Integer,,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",yes_after_aggregation,numeric raster with documented aggregation
cointerp,5,rulekey,Rule Key,Integer,,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",linkage_key,retain only when it has independent provenance value
cointerp,6,rulename,Rule Name,String,60,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
cointerp,7,ruledepth,Rule Depth,Integer,,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",yes_after_aggregation,numeric raster with documented aggregation
cointerp,8,interphr,Interp High Representative Value,Float,,2,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",yes_after_aggregation,numeric raster with documented aggregation
cointerp,9,interphrc,Interp High Representative Value Class,String,254,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
cointerp,10,nullpropdatabool,Null Property Data Boolean,Boolean,3,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
cointerp,11,defpropdatabool,Default Property Data Boolean,Boolean,3,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
cointerp,12,incpropdatabool,Inconsistent Property Data Boolean,Boolean,3,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
cointerp,13,cointerpkey,Component Interpretation Key,String,254,,,,component_interpretation,mukey -> component -> cointerp,"(interpretation, y, x)",linkage_key,retain only when it has independent provenance value
comonth,1,monthseq,Month Sequence,Integer,,,,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,2,month,Month,Choice,254,,,flooding_ponding_month,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,categorical code after dominant-condition logic
comonth,3,flodfreqcl,Flooding Frequency,Choice,254,,,flooding_frequency_class,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,categorical code after dominant-condition logic
comonth,4,floddurcl,Flooding Duration,Choice,254,,,flooding_duration_class,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,categorical code after dominant-condition logic
comonth,5,pondfreqcl,Ponding Frequency,Choice,254,,,ponding_frequency_class,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,categorical code after dominant-condition logic
comonth,6,ponddurcl,Ponding Duration,Choice,254,,,ponding_duration_class,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,categorical code after dominant-condition logic
comonth,7,ponddep_l,Ponding Depth - Low Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,8,ponddep_r,Ponding Depth - Representative Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,9,ponddep_h,Ponding Depth - High Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,10,dlyavgprecip_l,Daily Precip - Low Value,Integer,,,millimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,11,dlyavgprecip_r,Daily Precip - Representative Value,Integer,,,millimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,12,dlyavgprecip_h,Daily Precip - High Value,Integer,,,millimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,13,dlyavgpotet_l,Daily ET - Low Value,Integer,,,millimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,14,dlyavgpotet_r,Daily ET - Representative Value,Integer,,,millimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,15,dlyavgpotet_h,Daily ET - High Value,Integer,,,millimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
comonth,16,cokey,Component Key,String,254,,,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",linkage_key,retain only when it has independent provenance value
comonth,17,comonthkey,Component Month Key,String,254,,,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",linkage_key,retain only when it has independent provenance value
component,1,comppct_l,Comp % - Low Value,Integer,,,percent,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,2,comppct_r,Comp % - Representative Value,Integer,,,percent,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,3,comppct_h,Comp % - High Value,Integer,,,percent,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,4,compname,Component Name,String,60,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,5,compkind,Kind,Choice,254,,,component_kind,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,6,majcompflag,Major Component,Boolean,3,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,7,otherph,SIR phase,String,40,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,8,localphase,Local Phase,String,40,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,9,slope_l,Slope Gradient - Low Value,Float,,1,percent,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,10,slope_r,Slope Gradient - Representative Value,Float,,1,percent,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,11,slope_h,Slope Gradient - High Value,Float,,1,percent,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,12,slopelenusle_l,Slope Length USLE - Low Value,Integer,,,meters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,13,slopelenusle_r,Slope Length USLE - Representative Value,Integer,,,meters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,14,slopelenusle_h,Slope Length USLE - High Value,Integer,,,meters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,15,runoff,Runoff Class,Choice,254,,,runoff,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,16,tfact,T,Integer,,,tons per acre per year,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,17,wei,WEI,Choice,254,,tons per acre per year,wind_erodibility_index,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,18,weg,WEG,Choice,254,,,wind_erodibility_group,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,19,erocl,Erosion Class,Choice,254,,,erosion_class,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,20,earthcovkind1,Cover Kind 1,Choice,254,,,earth_cover_kind_level_one,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,21,earthcovkind2,Cover Kind 2,Choice,254,,,earth_cover_kind_level_two,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,22,hydricon,Hydric Condition,Choice,254,,,hydric_condition,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,23,hydricrating,Hydric Rating,Choice,254,,,hydric_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,24,drainagecl,Drainage Class,Choice,254,,,drainage_class,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,25,elev_l,Elevation - Low Value,Float,,1,meters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,26,elev_r,Elevation - Representative Value,Float,,1,meters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,27,elev_h,Elevation - High Value,Float,,1,meters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,28,aspectccwise,Aspect Counter Clockwise,Integer,,,degrees,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,29,aspectrep,Aspect Representative,Integer,,,degrees,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,30,aspectcwise,Aspect Clockwise,Integer,,,degrees,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,31,geomdesc,Geomorphic Description,Vtext,,,,,component_base,mukey -> component,"(statistic, y, x)",lookup_only,dictionary/companion table; do not repeat narrative text
component,32,albedodry_l,Albedo Dry - Low Value,Float,,2,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,33,albedodry_r,Albedo Dry - Representative Value,Float,,2,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,34,albedodry_h,Albedo Dry - High Value,Float,,2,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,35,airtempa_l,MAAT - Low Value,Float,,1,degrees centigrade,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,36,airtempa_r,MAAT - Representative Value,Float,,1,degrees centigrade,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,37,airtempa_h,MAAT - High Value,Float,,1,degrees centigrade,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,38,map_l,MAP - Low Value,Integer,,,millimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,39,map_r,MAP - Representative Value,Integer,,,millimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,40,map_h,MAP - High Value,Integer,,,millimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,41,reannualprecip_l,REAP - Low Value,Integer,,,millimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,42,reannualprecip_r,REAP - Representative Value,Integer,,,millimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,43,reannualprecip_h,REAP - High Value,Integer,,,millimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,44,ffd_l,Frost Free Days - Low Value,Integer,,,days,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,45,ffd_r,Frost Free Days - Representative Value,Integer,,,days,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,46,ffd_h,Frost Free Days - High Value,Integer,,,days,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,47,nirrcapcl,Nirr LCC,Choice,254,,,capability_class,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,48,nirrcapscl,Nirr Subcl,Choice,254,,,capability_subclass,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,49,nirrcapunit,Nirr LCU,Integer,,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,50,irrcapcl,Irr LCC,Choice,254,,,capability_class,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,51,irrcapscl,Irr Subcl,Choice,254,,,capability_subclass,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,52,irrcapunit,Irr LCU,Integer,,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,53,cropprodindex,Prod Index,Integer,,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,54,constreeshrubgrp,Cons Tree Shrub Group,Choice,254,,,conservation_tree_shrub_group,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,55,wndbrksuitgrp,Windbreak Suitability (Obsolete),Choice,254,,,windbreak_suitability_group,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,56,rsprod_l,Range Prod - Low Value,Integer,,,pounds per acre per year,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,57,rsprod_r,Range Prod - Representative Value,Integer,,,pounds per acre per year,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,58,rsprod_h,Range Prod - High Value,Integer,,,pounds per acre per year,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,59,foragesuitgrpid,Forage Suitability Group ID,String,11,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,60,wlgrain,Grain Habitat,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,61,wlgrass,Grass Habitat,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,62,wlherbaceous,Herbaceous Habitat,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,63,wlshrub,Shrub Habitat,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,64,wlconiferous,Conifer Habitat,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,65,wlhardwood,Hardwood Habitat,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,66,wlwetplant,Wetland Habitat,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,67,wlshallowwat,Water Habitat,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,68,wlrangeland,Rangeland Wildlife,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,69,wlopenland,Openland Wildlife,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,70,wlwoodland,Woodland Wildlife,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,71,wlwetland,Wetland Wildlife,Choice,254,,,wildlife_rating,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,72,soilslippot,Soil Slip Pot,Choice,254,,,soil_slippage_potential,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,73,frostact,Frost Action,Choice,254,,,potential_frost_action,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,74,initsub_l,Init Subsid - Low Value,Integer,,,centimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,75,initsub_r,Init Subsid - Representative Value,Integer,,,centimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,76,initsub_h,Init Subsid - High Value,Integer,,,centimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,77,totalsub_l,Total Subsid - Low Value,Integer,,,centimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,78,totalsub_r,Total Subsid - Representative Value,Integer,,,centimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,79,totalsub_h,Total Subsid - High Value,Integer,,,centimeters,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,80,hydgrp,Hydrologic Group,Choice,254,,,hydrologic_group,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,81,corcon,Corrosion Concrete,Choice,254,,,corrosion_concrete,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,82,corsteel,Corrosion Steel,Choice,254,,,corrosion_uncoated_steel,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,83,taxclname,Taxonomic Class,String,120,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,84,taxorder,Order,Choice,254,,,taxonomic_order,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,85,taxsuborder,Suborder,Choice,254,,,taxonomic_suborder,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,86,taxgrtgroup,Great Group,Choice,254,,,taxonomic_great_group,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,87,taxsubgrp,Subgroup,Choice,254,,,taxonomic_subgroup,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,88,taxpartsize,Particle Size,Choice,254,,,taxonomic_family_particle_size,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,89,taxpartsizemod,Particle Size Mod,Choice,254,,,taxonomic_family_part_size_mod,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,90,taxceactcl,CEC Activity Cl,Choice,254,,,taxonomic_family_c_e_act_class,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,91,taxreaction,Reaction,Choice,254,,,taxonomic_family_reaction,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,92,taxtempcl,Temp Class,Choice,254,,,taxonomic_family_temp_class,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,93,taxmoistscl,Moist Subclass,Choice,254,,,taxonomic_moisture_subclass,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,94,taxtempregime,Temp Regime,Choice,254,,,taxonomic_temp_regime,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
