table_name,column_sequence,column_name,label,logical_type,field_size,precision,units,domain_name
mdstattabs,4,tabdesc,Table Description,Vtext,,,,
mdstattabs,5,iefilename,Import/Export File Name,String,30,,,
mdstattabs,6,daglevel,Dag Level,Integer,,,,
mdstattabs,7,tabletype,Table Type,String,120,,,
mdstattabs,8,iefilenameaoi,Import/Export File Name AOI,String,30,,,
month,1,monthseq,Month Sequence,Integer,,,,
month,2,monthname,Month Name,String,9,,,flooding_ponding_month
muaggatt,1,musym,Mapunit Symbol,String,6,,,
muaggatt,2,muname,Mapunit Name,String,175,,,
muaggatt,3,mustatus,Status,Choice,254,,,mapunit_status
muaggatt,4,slopegraddcp,Slope Gradient - Dominant Component,Float,,1,percent,
muaggatt,5,slopegradwta,Slope Gradient - Weighted Average,Float,,1,percent,
muaggatt,6,brockdepmin,Bedrock Depth - Minimum,Integer,,,centimeters,
muaggatt,7,wtdepannmin,Water Table Depth - Annual - Minimum,Integer,,,centimeters,
muaggatt,8,wtdepaprjunmin,Water Table Depth - April - June - Minimum,Integer,,,centimeters,
muaggatt,9,flodfreqdcd,Flooding Frequency - Dominant Condition,Choice,254,,,flooding_frequency_class
muaggatt,10,flodfreqmax,Flooding Frequency - Maximum,Choice,254,,,flooding_frequency_class
muaggatt,11,pondfreqprs,Ponding Frequency - Presence,Choice,254,,,ponding_frequency_map_legend
muaggatt,12,aws025wta,Available Water Storage 0-25 cm - Weighted Average,Float,,2,centimeters,
muaggatt,13,aws050wta,Available Water Storage 0-50 cm - Weighted Average,Float,,2,centimeters,
muaggatt,14,aws0100wta,Available Water Storage 0-100 cm - Weighted Average,Float,,2,centimeters,
muaggatt,15,aws0150wta,Available Water Storage 0-150 cm - Weighted Average,Float,,2,centimeters,
muaggatt,16,drclassdcd,Drainage Class - Dominant Condition,Choice,254,,,drainage_class
muaggatt,17,drclasswettest,Drainage Class - Wettest,Choice,254,,,drainage_class
muaggatt,18,hydgrpdcd,Hydrologic Group - Dominant Conditions,Choice,254,,,hydrologic_group
muaggatt,19,iccdcd,Irrigated Capability Class - Dominant Condition,Choice,254,,,capability_class
muaggatt,20,iccdcdpct,Irrigated Capability Class  - Dominant Condition Aggregate Percent,Integer,,,,
muaggatt,21,niccdcd,Non-Irrigated Capability Class - Dominant Condition,Choice,254,,,capability_class
muaggatt,22,niccdcdpct,Non-Irrigated Capability Class  - Dominant Condition Aggregate Percent,Integer,,,,
muaggatt,23,engdwobdcd,ENG - Dwellings W/O Basements - Dominant Condition,String,254,,,
muaggatt,24,engdwbdcd,ENG - Dwellings with Basements - Dominant Condition,String,254,,,
muaggatt,25,engdwbll,ENG - Dwellings with Basements - Least Limiting,String,254,,,
muaggatt,26,engdwbml,ENG - Dwellings with Basements - Most Limiting,String,254,,,
muaggatt,27,engstafdcd,ENG - Septic Tank Absorption Fields - Dominant Condition,String,254,,,
muaggatt,28,engstafll,ENG - Septic Tank Absorption Fields - Least Limiting,String,254,,,
muaggatt,29,engstafml,ENG - Septic Tank Absorption Fields - Most Limiting,String,254,,,
muaggatt,30,engsldcd,ENG - Sewage Lagoons - Dominant Condition,String,254,,,
muaggatt,31,engsldcp,ENG - Sewage Lagoons - Dominant Component,String,254,,,
muaggatt,32,englrsdcd,ENG - Local Roads and Streets - Dominant Condition,String,254,,,
muaggatt,33,engcmssdcd,ENG - Construction Materials; Sand Source - Dominant Condition,String,254,,,
muaggatt,34,engcmssmp,ENG - Construction Materials; Sand Source - Most Probable,String,254,,,
muaggatt,35,urbrecptdcd,URB/REC - Paths and Trails - Dominant Condition,String,254,,,
muaggatt,36,urbrecptwta,URB/REC - Paths and Trails - Weighted Average,Float,,2,,
muaggatt,37,forpehrtdcp,FOR - Potential Erosion Hazard (Road/Trail) - Dominant Component,String,254,,,
muaggatt,38,hydclprs,Hydric Classification - Presence,Integer,254,,,hydric_classification_map_legend
muaggatt,39,awmmfpwwta,AWM - Manure and Food Processing Waste - Weighted Average,Float,,2,,
muaggatt,40,mukey,Mapunit Key,Integer,,,,
muaoverlap,1,areaovacres,Overlap Acres,Integer,,,acres,
muaoverlap,2,lareaovkey,Legend Area Overlap Key,Integer,,,,
muaoverlap,3,mukey,Mapunit Key,Integer,,,,
muaoverlap,4,muareaovkey,Mapunit Area Overlap Key,Integer,,,,
mucropyld,1,cropname,Crop Name,Choice,254,,,crop_name
mucropyld,2,yldunits,Units,Choice,254,,,crop_yield_units
mucropyld,3,nonirryield_l,Nirr Yield - Low Value,Float,,2,,
mucropyld,4,nonirryield_r,Nirr Yield - Representative Value,Float,,2,,
mucropyld,5,nonirryield_h,Nirr Yield - High Value,Float,,2,,
mucropyld,6,irryield_l,Irr Yield - Low Value,Float,,2,,
mucropyld,7,irryield_r,Irr Yield - Representative Value,Float,,2,,
mucropyld,8,irryield_h,Irr Yield - High Value,Float,,2,,
mucropyld,9,mukey,Mapunit Key,Integer,,,,
mucropyld,10,mucrpyldkey,Mapunit Crop Yield Key,String,,,,
muline,1,objectid,Object ID,Integer,,,,
muline,2,shape,Shape,SQL Geometry,,,,
muline,3,areasymbol,Area Symbol,String,20,,,
muline,4,spatialver,Spatial Version,Integer,,,,
muline,5,musym,Mapunit Symbol,String,6,,,
muline,6,mukey,Mapunit Key,Integer,,,,
mupoint,1,objectid,Object ID,Integer,,,,
mupoint,2,shape,Shape,SQL Geometry,,,,
mupoint,3,areasymbol,Area Symbol,String,20,,,
mupoint,4,spatialver,Spatial Version,Integer,,,,
mupoint,5,musym,Mapunit Symbol,String,6,,,
mupoint,6,mukey,Mapunit Key,Integer,,,,
mupolygon,1,objectid,Object ID,Integer,,,,
mupolygon,2,shape,Shape,SQL Geometry,,,,
mupolygon,3,areasymbol,Area Symbol,String,20,,,
mupolygon,4,spatialver,Spatial Version,Integer,,,,
mupolygon,5,musym,Mapunit Symbol,String,6,,,
mupolygon,6,mukey,Mapunit Key,Integer,,,,
mutext,1,recdate,Date,Date/Time,,,,
mutext,2,mapunittextkind,Kind,Choice,254,,,mapunit_text_kind
mutext,3,textcat,Category,String,20,,,
mutext,4,textsubcat,Subcategory,String,20,,,
mutext,5,text,Text,Vtext,,,,
mutext,6,mukey,Mapunit Key,Integer,,,,
mutext,7,mutextkey,Mapunit Text Key,String,254,,,
sacatalog,1,areasymbol,Area Symbol,String,20,,,
sacatalog,2,areaname,Area Name,String,135,,,
sacatalog,3,saversion,Survey Area Version,Integer,,,,
sacatalog,4,saverest,Survey Area Version Established,Date/Time,,,,
sacatalog,5,tabularversion,Tabular Version,Integer,,,,
sacatalog,6,tabularverest,Tabular Version Established,Date/Time,,,,
sacatalog,7,tabnasisexportdate,Tabular NASIS Export Date,Date/Time,,,,
sacatalog,8,tabcertstatus,Tabular Certification Status,Choice,254,,,export_certification_status
sacatalog,9,tabcertstatusdesc,Tabular Certification Status Description,Vtext,,,,
sacatalog,10,fgdcmetadata,FGDC Metadata,Vtext,,,,
sacatalog,11,sacatalogkey,Survey Area Catalog Key,Integer,,,,
sacatalogmbr,1,areasymbol,Area Symbol,String,20,,,
sacatalogmbr,2,minx,Min X,Float,,,,
sacatalogmbr,3,miny,Min Y,Float,,,,
sacatalogmbr,4,maxx,Max X,Float,,,,
sacatalogmbr,5,maxy,Max Y,Float,,,,
sacatalogmbr,6,sacatalogmbrkey,Survey Area Catalog MBR Key,Integer,,,,
sainterp,1,areasymbol,Area Symbol,String,20,,,
sainterp,2,interpname,Interpretation Name,String,60,,,
sainterp,3,interptype,Interpretation Type,Choice,254,,,rule_design
sainterp,4,interpdesc,Interpretation Description,Vtext,,,,
sainterp,5,interpdesigndate,Interpretation Design Date,Date/Time,,,,
sainterp,6,interpgendate,Interpretation Generation Date,Date/Time,,,,
sainterp,7,interpmaxreasons,Interpretation Maximum Reasons,Integer,,,,
sainterp,8,sacatalogkey,Survey Area Catalog Key,Integer,,,,
sainterp,9,sainterpkey,Survey Area Interpretation Key,String,254,,,
sapolygon,1,objectid,Object ID,Integer,,,,
sapolygon,2,shape,Shape,SQL Geometry,,,,
sapolygon,3,areasymbol,Area Symbol,String,20,,,
sapolygon,4,spatialver,Spatial Version,Integer,,,,
sapolygon,5,lkey,Legend Key,Integer,,,,
sdvalgorithm,1,algorithmsequence,Algorithm Sequence,Integer,,,,
sdvalgorithm,2,algorithmname,Algorithm Name,String,50,,,algorithm
sdvalgorithm,3,algorithminitials,Algorithm Initials,String,3,,,
sdvalgorithm,4,algorithmdescription,Algorithm Description,Vtext,,,,
sdvattribute,1,attributekey,Attribute Key,Integer,,,,
sdvattribute,2,attributename,Attribute Name,String,60,,,
sdvattribute,3,attributetablename,Attribute Table Name,String,30,,,
sdvattribute,4,attributecolumnname,Attribute Column Name,String,30,,,
sdvattribute,5,attributelogicaldatatype,Attribute Logical Data Type,String,20,,,sdv_attribute_logical_data_type
sdvattribute,6,attributefieldsize,Attribute Field Size,Integer,,,,
sdvattribute,7,attributeprecision,Attribute Precision,Integer,,,,
sdvattribute,8,attributedescription,Attribute Description,Vtext,,,,
sdvattribute,9,attributeuom,Attribute Units of Measure,String,60,,,
sdvattribute,10,attributeuomabbrev,Attribute Units of Measure Abbreviation,String,30,,,
sdvattribute,11,attributetype,Attribute Type,String,20,,,attributetype
sdvattribute,12,nasisrulename,NASIS Rule Name,String,60,,,
sdvattribute,13,ruledesign,Rule Design,Integer,,,,rule_design
sdvattribute,14,notratedphrase,Not Rated Phrase,String,254,,,
sdvattribute,15,mapunitlevelattribflag,Map Unit Level Attribute Flag,Boolean,,,,
sdvattribute,16,complevelattribflag,Component Level Attribute Flag,Boolean,,,,
sdvattribute,17,cmonthlevelattribflag,Component Month Level Attribute Flag,Boolean,,,,
sdvattribute,18,horzlevelattribflag,Horizon Level Attribute Flag,Boolean,,,,
sdvattribute,19,tiebreakdomainname,Tie Break Domain Name,String,40,,,
sdvattribute,20,tiebreakruleoptionflag,Tie Break Rule Option Flag,Boolean,,,,
sdvattribute,21,tiebreaklowlabel,Tie Break Low Label,String,20,,,
sdvattribute,22,tiebreakhighlabel,Tie Break High Label,String,20,,,
sdvattribute,23,tiebreakrule,Tie Break Rule,Integer,,,,tiebreakrule
sdvattribute,24,resultcolumnname,Result Column Name,String,10,,,
sdvattribute,25,sqlwhereclause,SQL Where Clause,String,255,,,
sdvattribute,26,primaryconcolname,Primary Constraint Column Name,String,30,,,
sdvattribute,27,pcclogicaldatatype,Primary Constraint Column Logical Data Type,String,20,,,sdv_attribute_logical_data_type
sdvattribute,28,primaryconstraintlabel,Primary Constraint Label,String,30,,,
sdvattribute,29,secondaryconcolname,Secondary Constraint Column Name,String,30,,,
sdvattribute,30,scclogicaldatatype,Secondary Constraint Column Logical Data Type,String,20,,,sdv_attribute_logical_data_type
sdvattribute,31,secondaryconstraintlabel,Secondary Constraint Label,String,30,,,
sdvattribute,32,dqmodeoptionflag,Depth Qualifier Mode Option Flag,Boolean,,,,
sdvattribute,33,depthqualifiermode,Depth Qualifier Mode,String,20,,,depthqualmode
sdvattribute,34,layerdepthtotop,Layer Depth to Top,Float,,1,,
sdvattribute,35,layerdepthtobottom,Layer Depth to Bottom,Float,,1,,
sdvattribute,36,layerdepthuom,Layer Depth UOM,String,20,,,depthuom
sdvattribute,37,monthrangeoptionflag,Month Range Option Flag,Boolean,,,,
sdvattribute,38,beginningmonth,Beginning Month,String,9,,,flooding_ponding_month
sdvattribute,39,endingmonth,Ending Month,String,9,,,flooding_ponding_month
sdvattribute,40,horzaggmeth,Horizon Aggregation Method,Choice,30,,,horizon_aggregation_method
sdvattribute,41,interpnullsaszerooptionflag,Interpret Nulls as Zero Option Flag,Boolean,,,,
sdvattribute,42,interpnullsaszeroflag,Interpret Nulls as Zero Flag,Boolean,,,,
sdvattribute,43,nullratingreplacementvalue,Null Rating Replacement Value,String,254,,,
sdvattribute,44,basicmodeflag,Basic Mode Flag,Boolean,,,,
sdvattribute,45,maplegendkey,Map Legend Key,Integer,,,,
sdvattribute,46,maplegendclasses,Map Legend Classes,Integer,,,,
sdvattribute,47,maplegendxml,Map Legend XML,Vtext,,,,
sdvattribute,48,nasissiteid,NASIS Site ID,Integer,,,,
sdvattribute,49,wlupdated,Last Updated,Date/Time,,,,
sdvattribute,50,algorithmname,Algorithm Name,String,50,,,algorithm
sdvattribute,51,componentpercentcutoff,Component Percent Cutoff,Integer,,,,
sdvattribute,52,readytodistribute,Ready to Distribute,Boolean,,,,
sdvattribute,53,effectivelogicaldatatype,Effective Logical Data Type,Choice,20,,,sdv_attribute_logical_data_type
sdvfolder,1,foldersequence,Folder Sequence,Integer,,,,
sdvfolder,2,foldername,Folder Name,String,80,,,
sdvfolder,3,folderdescription,Folder Description,Vtext,,,,
sdvfolder,4,folderkey,Folder Key,Integer,,,,
sdvfolder,5,parentfolderkey,Parent Folder Key,Integer,,,,
sdvfolder,6,wlupdated,Last Updated,Date/Time,,,,
sdvfolderattribute,1,folderkey,Folder Key,Integer,,,,
sdvfolderattribute,2,attributekey,Attribute Key,Integer,,,,
systemtemplateinformation,1,systempinfokey,System Template Information Key,Integer,,,,
systemtemplateinformation,2,name,Name,String,100,,,
systemtemplateinformation,3,value,Value,Vtext,,,,
systemtemplateinformation,4,description,Description,Vtext,,,,
